@relation processindexfeat-weka.filters.unsupervised.attribute.Remove-R3

@attribute AfterNextPOS numeric
@attribute BeforeLastPOS numeric
@attribute LastWordForm numeric
@attribute LastWordPOS numeric
@attribute NextWordForm numeric
@attribute NextWordPOS numeric
@attribute SentenceLength numeric
@attribute WordForm numeric
@attribute WordPOS numeric
@attribute ProcessPercentage numeric

@data
47,4,12975,22,43,20,15,124,4,0.8
49,22,124,4,44373,47,15,43,20,0.933333
13,48,1,1,504,12,13,434,3,0.076923
11,1,434,3,321,13,13,504,12,0.230769
3,3,504,12,3021,11,13,321,13,0.153846
6,12,321,13,94,3,13,3021,11,1
2,13,3021,11,367,6,13,94,3,0.307692
3,11,94,3,230,2,13,367,6,0.384615
5,3,367,6,21,3,13,230,2,0.846154
26,6,230,2,194,5,13,21,3,0.692308
6,2,21,3,1519,26,13,194,5,0.615385
6,3,194,5,195,6,13,1519,26,0.538462
20,5,1519,26,196,6,13,195,6,0.461538
47,26,195,6,43,20,13,196,6,0.769231
49,6,196,6,44373,47,13,43,20,0.923077
6,48,1,1,1709,26,24,9,3,0.083333
2,1,9,3,1269,6,24,1709,26,0.041667
4,3,1709,26,7,2,24,1269,6,0.541667
6,26,1269,6,35021,4,24,7,2,0.458333
12,6,7,2,8809,6,24,35021,4,0.166667
11,2,35021,4,504,12,24,8809,6,0.125
2,4,8809,6,2316,11,24,504,12,0.416667
3,6,504,12,146,2,24,2316,11,0.375
4,12,2316,11,21,3,24,146,2,0.333333
6,11,146,2,1687,4,24,21,3,0.25
21,2,21,3,2332,6,24,1687,4,0.208333
11,3,1687,4,106,21,24,2332,6,0.291667
18,4,2332,6,3221,11,24,106,21,0.5
18,6,106,21,3953,18,24,3221,11,1
2,21,3221,11,22540,18,24,3953,18,0.583333
3,11,3953,18,230,2,24,22540,18,0.625
6,18,22540,18,21,3,24,230,2,0.916667
9,18,230,2,1824,6,24,21,3,0.666667
6,2,21,3,14,9,24,1824,6,0.75
2,3,1824,6,9287,6,24,14,9,0.708333
5,6,14,9,23,2,24,9287,6,0.875
20,9,9287,6,3085,5,24,23,2,0.833333
47,6,23,2,43,20,24,3085,5,0.791667
49,2,3085,5,44373,47,24,43,20,0.958333
14,48,1,1,67,6,24,993,3,0.041667
3,1,993,3,26,14,24,67,6,0.375
6,3,67,6,21,3,24,26,14,0.333333
2,6,26,14,1709,6,24,21,3,0.083333
26,14,21,3,7,2,24,1709,6,0.291667
12,3,1709,6,2917,26,24,7,2,0.25
11,6,7,2,504,12,24,2917,26,0.125
17,2,2917,26,2316,11,24,504,12,0.208333
5,26,504,12,2912,17,24,2316,11,0.166667
14,12,2316,11,0,5,24,2912,17,1
2,11,2912,17,26,14,24,0,5,0.666667
2,17,0,5,446,2,24,26,14,0.416667
5,5,26,14,92,2,24,446,2,0.625
3,14,446,2,0,5,24,92,2,0.583333
6,2,92,2,94,3,24,0,5,0.458333
33,2,0,5,67,6,24,94,3,0.5
15,5,94,3,2897,33,24,67,6,0.541667
2,3,67,6,73,15,24,2897,33,0.916667
5,6,2897,33,92,2,24,73,15,0.708333
2,33,73,15,0,5,24,92,2,0.875
5,15,92,2,23,2,24,0,5,0.75
20,2,0,5,3085,5,24,23,2,0.833333
47,5,23,2,43,20,24,3085,5,0.791667
49,2,3085,5,44373,47,24,43,20,0.958333
6,48,1,1,94,3,30,247,15,0.2
18,1,247,15,5900,6,30,94,3,0.033333
3,15,94,3,288,18,30,5900,6,0.166667
6,3,5900,6,166,3,30,288,18,0.1
17,6,288,18,168,6,30,166,3,0.066667
2,18,166,3,6230,17,30,168,6,0.133333
3,3,168,6,169,2,30,6230,17,0.933333
6,6,6230,17,21,3,30,169,2,0.5
2,17,169,2,2640,6,30,21,3,0.233333
12,2,21,3,7,2,30,2640,6,0.466667
6,3,2640,6,41635,12,30,7,2,0.333333
17,6,7,2,326,6,30,41635,12,0.266667
18,2,41635,12,37,17,30,326,6,0.3
5,12,326,6,943,18,30,37,17,0.433333
6,6,37,17,102,5,30,943,18,0.366667
2,17,943,18,249,6,30,102,5,0.4
3,18,102,5,7,2,30,249,6,0.8
6,5,249,6,21,3,30,7,2,0.766667
2,6,7,2,4200,6,30,21,3,0.533333
3,2,21,3,7,2,30,4200,6,0.733333
28,3,4200,6,21,3,30,7,2,0.7
6,6,7,2,9806,28,30,21,3,0.633333
6,2,21,3,1738,6,30,9806,28,0.6
14,3,9806,28,195,6,30,1738,6,0.566667
6,28,1738,6,26,14,30,195,6,0.666667
12,6,195,6,2332,6,30,26,14,0.9
17,6,26,14,272,12,30,2332,6,0.833333
20,14,2332,6,51,17,30,272,12,0.866667
47,6,272,12,43,20,30,51,17,1
49,12,51,17,44373,47,30,43,20,0.966667
2,48,1,1,6343,21,23,993,3,0.043478
12,1,993,3,462,2,23,6343,21,1
2,3,6343,21,336,12,23,462,2,0.913043
3,21,462,2,169,2,23,336,12,0.869565
4,2,336,12,21,3,23,169,2,0.826087
7,12,169,2,55,4,23,21,3,0.173913
12,2,21,3,8,7,23,55,4,0.130435
8,3,55,4,18423,12,23,8,7,0.086957
6,4,8,7,11,8,23,18423,12,0.782609
21,7,18423,12,195,6,23,11,8,0.695652
18,12,11,8,317,21,23,195,6,0.652174
5,8,195,6,2158,18,23,317,21,0.608696
12,6,317,21,1788,5,23,2158,18,0.26087
18,21,2158,18,1248,12,23,1788,5,0.217391
26,18,1788,5,149,18,23,1248,12,0.73913
2,5,1248,12,1395,26,23,149,18,0.304348
3,12,149,18,149,2,23,1395,26,0.347826
28,18,1395,26,21,3,23,149,2,0.565217
26,26,149,2,9806,28,23,21,3,0.478261
6,2,21,3,1587,26,23,9806,28,0.434783
20,3,9806,28,195,6,23,1587,26,0.391304
47,28,1587,26,43,20,23,195,6,0.521739
49,26,195,6,44373,47,23,43,20,0.956522
17,48,1,1,2571,4,31,9,3,0.032258
19,1,9,3,5254,17,31,2571,4,0.064516
25,3,2571,4,40,19,31,5254,17,1
3,4,5254,17,259,25,31,40,19,0.096774
26,17,40,19,21,3,31,259,25,0.483871
26,19,259,25,257,26,31,21,3,0.193548
6,25,21,3,2379,26,31,257,26,0.16129
2,3,257,26,4129,6,31,2379,26,0.129032
3,26,2379,26,80,2,31,4129,6,0.451613
26,26,4129,6,21,3,31,80,2,0.419355
6,6,80,2,729,26,31,21,3,0.258065
2,2,21,3,334,6,31,729,26,0.225806
26,3,729,26,230,2,31,334,6,0.387097
5,26,334,6,288,26,31,230,2,0.354839
14,6,230,2,5250,5,31,288,26,0.290323
28,2,288,26,26,14,31,5250,5,0.322581
3,26,5250,5,1592,28,31,26,14,0.516129
26,5,26,14,94,3,31,1592,28,0.935484
5,14,1592,28,5493,26,31,94,3,0.612903
6,28,94,3,0,5,31,5493,26,0.580645
2,3,5493,26,287,6,31,0,5,0.548387
3,26,0,5,80,2,31,287,6,0.903226
6,5,287,6,94,3,31,80,2,0.870968
6,6,80,2,4122,6,31,94,3,0.677419
11,2,94,3,3187,6,31,4122,6,0.645161
2,3,4122,6,5026,11,31,3187,6,0.83871
4,6,3187,6,34,2,31,5026,11,0.806452
4,6,5026,11,980,4,31,34,2,0.774194
20,11,34,2,1013,4,31,980,4,0.709677
47,2,980,4,43,20,31,1013,4,0.741935
49,4,1013,4,44373,47,31,43,20,0.967742
17,48,1,1,287,6,23,9,3,0.043478
2,1,9,3,3501,17,23,287,6,0.086957
3,3,287,6,245,2,23,3501,17,1
6,6,3501,17,94,3,23,245,2,0.913043
26,17,245,2,3099,6,23,94,3,0.130435
2,2,94,3,25118,26,23,3099,6,0.869565
12,3,3099,6,462,2,23,25118,26,0.826087
2,6,25118,26,5211,12,23,462,2,0.782609
3,26,462,2,92,2,23,5211,12,0.73913
12,2,5211,12,1672,3,23,92,2,0.695652
15,12,92,2,18508,12,23,1672,3,0.173913
12,2,1672,3,73,15,23,18508,12,0.652174
2,3,18508,12,3680,12,23,73,15,0.217391
3,12,73,15,7,2,23,3680,12,0.26087
26,15,3680,12,94,3,23,7,2,0.608696
6,12,7,2,872,26,23,94,3,0.347826
2,2,94,3,3224,6,23,872,26,0.304348
3,3,872,26,23,2,23,3224,6,0.565217
6,26,3224,6,21,3,23,23,2,0.521739
6,6,23,2,4129,6,23,21,3,0.434783
20,2,21,3,4162,6,23,4129,6,0.391304
47,3,4129,6,43,20,23,4162,6,0.478261
49,6,4162,6,44373,47,23,43,20,0.956522
3,48,1,1,51,17,41,9272,12,0.02439
26,1,9272,12,21,3,41,51,17,1
6,12,51,17,0,26,41,21,3,0.073171
14,17,21,3,3163,6,41,0,26,0.04878
19,3,0,26,26,14,41,3163,6,0.390244
38,26,3163,6,40,19,41,26,14,0.097561
5,6,26,14,410,38,41,40,19,0.219512
3,14,40,19,4137,5,41,410,38,0.195122
6,19,410,38,3,3,41,4137,5,0.121951
2,38,4137,5,3070,6,41,3,3,0.146341
4,5,3,3,34,2,41,3070,6,0.170732
5,3,3070,6,2263,4,41,34,2,0.292683
14,6,34,2,2771,5,41,2263,4,0.268293
21,2,2263,4,26,14,41,2771,5,0.243902
18,4,2771,5,317,21,41,26,14,0.317073
26,5,26,14,846,18,41,317,21,0.365854
2,14,317,21,4152,26,41,846,18,0.341463
3,21,846,18,80,2,41,4152,26,0.95122
28,18,4152,26,21,3,41,80,2,0.487805
6,26,80,2,1179,28,41,21,3,0.439024
14,2,21,3,9077,6,41,1179,28,0.414634
2,3,1179,28,26,14,41,9077,6,0.463415
12,28,9077,6,385,2,41,26,14,0.512195
17,6,26,14,6534,12,41,385,2,0.560976
2,14,385,2,3833,17,41,6534,12,0.536585
3,2,6534,12,169,2,41,3833,17,0.926829
6,12,3833,17,21,3,41,169,2,0.682927
27,17,169,2,3224,6,41,21,3,0.585366
18,2,21,3,98,27,41,3224,6,0.658537
25,3,3224,6,351,18,41,98,27,0.634146
26,6,98,27,1391,25,41,351,18,0.609756
6,27,351,18,4152,26,41,1391,25,0.902439
15,18,1391,25,312,6,41,4152,26,0.707317
25,25,4152,26,73,15,41,312,6,0.731707
26,26,312,6,4662,25,41,73,15,0.756098
12,6,73,15,174,26,41,4662,25,0.878049
2,15,4662,25,5506,12,41,174,26,0.780488
12,25,174,26,7,2,41,5506,12,0.853659
20,26,5506,12,513,12,41,7,2,0.829268
47,12,7,2,43,20,41,513,12,0.804878
49,2,513,12,44373,47,41,43,20,0.97561
6,48,1,1,21,3,37,247,15,0.081081
17,1,247,15,402,6,37,21,3,0.027027
3,15,21,3,722,17,37,402,6,0.054054
6,3,402,6,94,3,37,722,17,1
11,6,722,17,4122,6,37,94,3,0.108108
19,17,94,3,2686,11,37,4122,6,0.135135
2,3,4122,6,40,19,37,2686,11,0.945946
4,6,2686,11,146,2,37,40,19,0.162162
2,11,40,19,1620,4,37,146,2,0.216216
4,19,146,2,34,2,37,1620,4,0.189189
4,2,1620,4,980,4,37,34,2,0.432432
15,4,34,2,1013,4,37,980,4,0.243243
26,2,980,4,73,15,37,1013,4,0.405405
12,4,1013,4,4192,26,37,73,15,0.27027
2,4,73,15,4128,12,37,4192,26,0.297297
4,15,4192,26,23,2,37,4128,12,0.378378
14,26,4128,12,398,4,37,23,2,0.351351
2,12,23,2,26,14,37,398,4,0.324324
26,2,398,4,245,2,37,26,14,0.459459
22,4,26,14,4127,26,37,245,2,0.540541
17,14,245,2,4179,22,37,4127,26,0.486486
3,2,4127,26,5978,17,37,4179,22,0.513514
4,26,4179,22,21,3,37,5978,17,0.918919
4,22,5978,17,2034,4,37,21,3,0.594595
19,17,21,3,2571,4,37,2034,4,0.567568
25,3,2034,4,40,19,37,2571,4,0.621622
3,4,2571,4,37648,25,37,40,19,0.648649
6,4,40,19,94,3,37,37648,25,0.891892
2,19,37648,25,2128,6,37,94,3,0.675676
24,25,94,3,92,2,37,2128,6,0.702703
26,3,2128,6,54,24,37,92,2,0.864865
6,6,92,2,2547,26,37,54,24,0.756757
19,2,54,24,1400,6,37,2547,26,0.72973
25,24,2547,26,40,19,37,1400,6,0.837838
20,26,1400,6,4122,25,37,40,19,0.783784
47,6,40,19,43,20,37,4122,25,0.810811
49,19,4122,25,44373,47,37,43,20,0.972973
12,48,1,1,1672,3,39,2137,2,0.076923
17,1,2137,2,1645,12,39,1672,3,0.025641
3,2,1672,3,5419,17,39,1645,12,0.051282
6,3,1645,12,21,3,39,5419,17,1
14,12,5419,17,4122,6,39,21,3,0.102564
32,17,21,3,26,14,39,4122,6,0.641026
27,3,4122,6,271,32,39,26,14,0.128205
25,6,26,14,143,27,39,271,32,0.179487
19,14,271,32,760,25,39,143,27,0.153846
3,32,143,27,40,19,39,760,25,0.615385
26,27,760,25,21,3,39,40,19,0.384615
6,25,40,19,729,26,39,21,3,0.230769
2,19,21,3,21221,6,39,729,26,0.205128
3,3,729,26,7,2,39,21221,6,0.358974
26,26,21221,6,21,3,39,7,2,0.333333
6,6,7,2,2379,26,39,21,3,0.282051
2,2,21,3,4129,6,39,2379,26,0.25641
3,3,2379,26,230,2,39,4129,6,0.307692
26,26,4129,6,94,3,39,230,2,0.512821
6,6,230,2,10651,26,39,94,3,0.435897
17,2,94,3,307,6,39,10651,26,0.410256
11,3,10651,26,37,17,39,307,6,0.487179
2,26,307,6,7877,11,39,37,17,0.461538
5,6,37,17,23,2,39,7877,11,0.589744
14,17,7877,11,8135,5,39,23,2,0.564103
28,11,23,2,26,14,39,8135,5,0.538462
3,2,8135,5,1607,28,39,26,14,0.666667
6,5,26,14,21,3,39,1607,28,0.948718
19,14,1607,28,4129,6,39,21,3,0.692308
38,28,21,3,40,19,39,4129,6,0.717949
5,3,4129,6,410,38,39,40,19,0.846154
3,6,40,19,4136,5,39,410,38,0.820513
6,19,410,38,3,3,39,4136,5,0.74359
2,38,4136,5,3070,6,39,3,3,0.769231
38,5,3,3,92,2,39,3070,6,0.794872
5,3,3070,6,410,38,39,92,2,0.923077
20,6,92,2,10351,5,39,410,38,0.897436
47,2,410,38,43,20,39,10351,5,0.871795
49,38,10351,5,44373,47,39,43,20,0.974359
6,48,1,1,21,3,17,509,2,0.176471
17,1,509,2,3187,6,17,21,3,0.058824
6,2,21,3,3402,17,17,3187,6,0.117647
14,3,3187,6,1707,6,17,3402,17,0.588235
3,6,3402,17,26,14,17,1707,6,0.235294
26,17,1707,6,21,3,17,26,14,0.529412
6,6,26,14,2379,26,17,21,3,0.352941
27,14,21,3,4129,6,17,2379,26,0.294118
25,3,2379,26,143,27,17,4129,6,0.470588
19,26,4129,6,3163,25,17,143,27,0.411765
38,6,143,27,40,19,17,3163,25,1
5,27,3163,25,410,38,17,40,19,0.764706
26,25,40,19,37286,5,17,410,38,0.705882
4,19,410,38,289,26,17,37286,5,0.647059
20,38,37286,5,2263,4,17,289,26,0.823529
47,5,289,26,43,20,17,2263,4,0.882353
49,26,2263,4,44373,47,17,43,20,0.941176
21,48,1,1,4135,4,16,9,3,0.0625
19,1,9,3,415,21,16,4135,4,0.125
25,3,4135,4,40,19,16,415,21,1
39,4,415,21,893,25,16,40,19,0.1875
3,21,40,19,446,39,16,893,25,0.5
6,19,893,25,21,3,16,446,39,0.25
18,25,446,39,3187,6,16,21,3,0.3125
15,39,21,3,2583,18,16,3187,6,0.375
21,3,3187,6,73,15,16,2583,18,0.4375
11,6,2583,18,317,21,16,73,15,0.5625
19,18,73,15,436,11,16,317,21,0.625
25,15,317,21,40,19,16,436,11,0.875
23,21,436,11,7472,25,16,40,19,0.6875
20,11,40,19,52,23,16,7472,25,0.8125
47,19,7472,25,43,20,16,52,23,0.75
49,25,52,23,44373,47,16,43,20,0.9375
13,48,1,1,1495,41,26,8,7,0.5
3,1,8,7,121,13,26,1495,41,0.038462
12,7,1495,41,709,3,26,121,13,0.461538
2,41,121,13,28269,12,26,709,3,0.076923
3,13,709,3,59,2,26,28269,12,0.230769
6,3,28269,12,166,3,26,59,2,0.192308
14,12,59,2,3282,6,26,166,3,0.115385
8,2,166,3,26,14,26,3282,6,0.153846
4,3,3282,6,11,8,26,26,14,0.423077
4,6,26,14,3706,4,26,11,8,0.384615
4,14,11,8,19034,4,26,3706,4,0.307692
10,8,3706,4,17882,4,26,19034,4,0.269231
4,4,19034,4,17,10,26,17882,4,0.346154
14,4,17882,4,2872,4,26,17,10,0.730769
4,4,17,10,26,14,26,2872,4,0.692308
20,10,2872,4,0,4,26,26,14,0.538462
16,4,26,14,43,20,26,0,4,0.653846
17,14,0,4,30,16,26,43,20,0.615385
2,4,43,20,51,17,26,30,16,0.576923
4,20,30,16,865,2,26,51,17,1
6,16,51,17,2571,4,26,865,2,0.884615
6,17,865,2,4162,6,26,2571,4,0.807692
6,2,2571,4,3099,6,26,4162,6,0.769231
20,4,4162,6,1707,6,26,3099,6,0.846154
47,6,3099,6,43,20,26,1707,6,0.923077
49,6,1707,6,44373,47,26,43,20,0.961538
2,48,1,1,8,7,19,247,15,0.631579
23,1,247,15,563,2,19,8,7,0.578947
21,15,8,7,52,23,19,563,2,0.157895
3,7,563,2,14,21,19,52,23,0.105263
23,2,52,23,291,3,19,14,21,0.052632
13,23,14,21,1017,23,19,291,3,0.526316
11,21,291,3,4827,13,19,1017,23,0.263158
14,3,1017,23,1032,11,19,4827,13,0.210526
23,23,4827,13,26,14,19,1032,11,0.315789
13,13,1032,11,1629,23,19,26,14,0.473684
28,11,26,14,2105,13,19,1629,23,0.421053
19,14,1629,23,490,28,19,2105,13,0.368421
25,23,2105,13,40,19,19,490,28,1
2,13,490,28,287,25,19,40,19,0.684211
23,28,40,19,80,2,19,287,25,0.842105
20,19,287,25,52,23,19,80,2,0.789474
8,25,80,2,43,20,19,52,23,0.736842
47,2,52,23,11,8,19,43,20,0.894737
49,23,43,20,44373,47,19,11,8,0.947368
26,48,1,1,21,3,41,2056,2,0.170732
6,1,2056,2,2379,26,41,21,3,0.04878
17,2,21,3,4129,6,41,2379,26,0.02439
18,3,2379,26,273,17,41,4129,6,0.146341
11,26,4129,6,8937,18,41,273,17,0.121951
11,6,273,17,108,11,41,8937,18,0.097561
2,17,8937,18,17266,11,41,108,11,0.073171
34,18,108,11,12,2,41,17266,11,0.756098
3,11,17266,11,535,34,41,12,2,0.341463
26,11,12,2,21,3,41,535,34,0.292683
4,2,535,34,1709,26,41,21,3,0.268293
6,34,21,3,55,4,41,1709,26,0.243902
6,3,1709,26,4272,6,41,55,4,0.219512
14,26,55,4,4129,6,41,4272,6,0.195122
3,4,4272,6,26,14,41,4129,6,0.317073
6,6,4129,6,21,3,41,26,14,0.731707
2,6,26,14,218,6,41,21,3,0.365854
38,14,21,3,7,2,41,218,6,0.707317
5,3,218,6,410,38,41,7,2,0.487805
3,6,7,2,4137,5,41,410,38,0.463415
6,2,410,38,3,3,41,4137,5,0.390244
2,38,4137,5,3070,6,41,3,3,0.414634
5,5,3,3,23,2,41,3070,6,0.439024
27,3,3070,6,2771,5,41,23,2,0.536585
18,6,23,2,98,27,41,2771,5,0.512195
25,2,2771,5,351,18,41,98,27,0.682927
33,5,98,27,99,25,41,351,18,0.658537
2,27,351,18,186,33,41,99,25,0.634146
5,18,99,25,282,2,41,186,33,0.560976
6,25,186,33,1957,5,41,282,2,0.585366
2,33,282,2,249,6,41,1957,5,0.609756
26,2,1957,5,7,2,41,249,6,0.95122
6,5,249,6,1709,26,41,7,2,0.853659
6,6,7,2,6648,6,41,1709,26,0.804878
14,2,1709,26,1075,6,41,6648,6,0.780488
4,26,6648,6,26,14,41,1075,6,0.829268
4,6,1075,6,285,4,41,26,14,0.926829
17,6,26,14,17882,4,41,285,4,0.878049
20,14,285,4,51,17,41,17882,4,0.902439
47,4,17882,4,43,20,41,51,17,1
49,4,51,17,44373,47,41,43,20,0.97561
4,48,1,1,3706,4,36,247,15,1
4,1,247,15,0,4,36,3706,4,0.055556
10,15,3706,4,0,4,36,0,4,0.027778
4,4,0,4,17,10,36,0,4,0.944444
14,4,0,4,3742,4,36,17,10,0.916667
4,4,17,10,26,14,36,3742,4,0.888889
20,10,3742,4,6164,4,36,26,14,0.083333
16,4,26,14,43,20,36,6164,4,0.138889
18,14,6164,4,30,16,36,43,20,0.111111
17,4,43,20,3711,18,36,30,16,0.861111
3,20,30,16,7427,17,36,3711,18,0.166667
4,16,3711,18,21,3,36,7427,17,0.833333
9,18,7427,17,2571,4,36,21,3,0.194444
6,17,21,3,14,9,36,2571,4,0.25
2,3,2571,4,19137,6,36,14,9,0.222222
3,4,14,9,7,2,36,19137,6,0.5
26,9,19137,6,94,3,36,7,2,0.472222
6,6,7,2,96,26,36,94,3,0.416667
7,2,94,3,1842,6,36,96,26,0.388889
6,3,96,26,8,7,36,1842,6,0.361111
8,26,1842,6,1866,6,36,8,7,0.333333
6,6,8,7,11,8,36,1866,6,0.305556
14,7,1866,6,4129,6,36,11,8,0.277778
3,6,11,8,26,14,36,4129,6,0.444444
6,8,4129,6,94,3,36,26,14,0.527778
2,6,26,14,4139,6,36,94,3,0.555556
4,14,94,3,169,2,36,4139,6,0.805556
12,3,4139,6,4171,4,36,169,2,0.666667
13,6,169,2,36505,12,36,4171,4,0.583333
11,2,4171,4,321,13,36,36505,12,0.638889
2,4,36505,12,6005,11,36,321,13,0.611111
26,12,321,13,80,2,36,6005,11,0.777778
12,13,6005,11,174,26,36,80,2,0.75
20,11,80,2,547,12,36,174,26,0.694444
47,2,174,26,43,20,36,547,12,0.722222
49,26,547,12,44373,47,36,43,20,0.972222
26,48,1,1,94,3,22,36174,28,0.181818
6,1,36174,28,0,26,22,94,3,0.090909
21,28,94,3,270,6,22,0,26,0.045455
7,3,0,26,1072,21,22,270,6,0.136364
28,26,270,6,8,7,22,1072,21,0.909091
2,6,1072,21,2061,28,22,8,7,0.227273
3,21,8,7,1022,2,22,2061,28,0.863636
6,7,2061,28,21,3,22,1022,2,0.636364
15,28,1022,2,25894,6,22,21,3,0.272727
6,2,21,3,73,15,22,25894,6,0.590909
2,3,25894,6,0,6,22,73,15,0.318182
3,6,73,15,7,2,22,0,6,0.545455
26,15,0,6,21,3,22,7,2,0.5
6,6,7,2,2379,26,22,21,3,0.409091
14,2,21,3,4129,6,22,2379,26,0.363636
8,3,2379,26,26,14,22,4129,6,0.454545
4,26,4129,6,11,8,22,26,14,0.818182
4,6,26,14,2782,4,22,11,8,0.772727
17,14,11,8,0,4,22,2782,4,0.681818
20,8,2782,4,51,17,22,0,4,0.727273
47,4,0,4,43,20,22,51,17,1
49,4,51,17,44373,47,22,43,20,0.954545
13,48,1,1,3053,12,42,10930,6,0.02381
3,1,10930,6,10112,13,42,3053,12,0.047619
6,6,3053,12,21,3,42,10112,13,1
6,12,10112,13,1842,6,42,21,3,0.095238
2,13,21,3,4129,6,42,1842,6,0.071429
28,3,1842,6,149,2,42,4129,6,0.119048
19,6,4129,6,4538,28,42,149,2,0.47619
25,6,149,2,40,19,42,4538,28,0.452381
3,2,4538,28,127,25,42,40,19,0.142857
6,28,40,19,21,3,42,127,25,0.428571
2,19,127,25,2885,6,42,21,3,0.166667
12,25,21,3,7,2,42,2885,6,0.238095
2,3,2885,6,513,12,42,7,2,0.214286
3,6,7,2,92,2,42,513,12,0.190476
6,2,513,12,3,3,42,92,2,0.404762
2,12,92,2,3224,6,42,3,3,0.261905
3,2,3,3,23,2,42,3224,6,0.380952
26,3,3224,6,21,3,42,23,2,0.357143
6,6,23,2,2379,26,42,21,3,0.309524
14,2,21,3,4129,6,42,2379,26,0.285714
15,3,2379,26,26,14,42,4129,6,0.333333
23,26,4129,6,838,15,42,26,14,0.5
13,6,26,14,319,23,42,838,15,0.52381
18,14,838,15,321,13,42,319,23,0.595238
11,15,319,23,4170,18,42,321,13,0.571429
23,23,321,13,24339,11,42,4170,18,0.547619
18,13,4170,18,52,23,42,24339,11,0.952381
26,18,24339,11,149,18,42,52,23,0.690476
19,11,52,23,1428,26,42,149,18,0.619048
25,23,149,18,40,19,42,1428,26,0.666667
25,18,1428,26,1559,25,42,40,19,0.642857
6,26,40,19,0,25,42,1559,25,0.928571
12,19,1559,25,4160,6,42,0,25,0.904762
19,25,0,25,16978,12,42,4160,6,0.714286
12,25,4160,6,40,19,42,16978,12,0.785714
2,6,16978,12,0,12,42,40,19,0.761905
3,12,40,19,491,2,42,0,12,0.738095
6,19,0,12,21,3,42,491,2,0.880952
6,12,491,2,561,6,42,21,3,0.833333
20,2,21,3,241,6,42,561,6,0.809524
47,3,561,6,43,20,42,241,6,0.857143
49,6,241,6,44373,47,42,43,20,0.97619
15,48,1,1,9483,12,22,2753,6,0.045455
22,1,2753,6,73,15,22,9483,12,1
18,6,9483,12,4121,22,22,73,15,0.090909
17,12,73,15,1799,18,22,4121,22,0.181818
3,15,4121,22,4147,17,22,1799,18,0.136364
6,22,1799,18,21,3,22,4147,17,0.318182
14,18,4147,17,1938,6,22,21,3,0.227273
15,17,21,3,26,14,22,1938,6,0.272727
18,3,1938,6,838,15,22,26,14,0.363636
17,6,26,14,2100,18,22,838,15,0.409091
19,14,838,15,0,17,22,2100,18,0.454545
23,15,2100,18,40,19,22,0,17,0.909091
2,18,0,17,52,23,22,40,19,0.545455
3,17,40,19,23,2,22,52,23,0.5
6,19,52,23,21,3,22,23,2,0.863636
2,23,23,2,2435,6,22,21,3,0.590909
4,2,21,3,7,2,22,2435,6,0.818182
6,3,2435,6,1013,4,22,7,2,0.772727
6,6,7,2,2757,6,22,1013,4,0.681818
20,2,1013,4,3856,6,22,2757,6,0.636364
47,4,2757,6,43,20,22,3856,6,0.727273
49,6,3856,6,44373,47,22,43,20,0.954545
21,48,1,1,4122,6,33,9,3,0.030303
3,1,9,3,6308,21,33,4122,6,0.060606
6,3,4122,6,21,3,33,6308,21,1
6,6,6308,21,1866,6,33,21,3,0.121212
2,21,21,3,4129,6,33,1866,6,0.090909
38,3,1866,6,12,2,33,4129,6,0.151515
5,6,4129,6,410,38,33,12,2,0.30303
3,6,12,2,4136,5,33,410,38,0.272727
6,2,410,38,3,3,33,4136,5,0.181818
2,38,4136,5,3070,6,33,3,3,0.212121
4,5,3,3,289,2,33,3070,6,0.242424
14,3,3070,6,2263,4,33,289,2,0.333333
15,6,289,2,26,14,33,2263,4,0.363636
2,2,2263,4,73,15,33,26,14,0.393939
38,4,26,14,12,2,33,73,15,0.424242
5,14,73,15,410,38,33,12,2,0.939394
3,15,12,2,8979,5,33,410,38,0.818182
6,2,410,38,3,3,33,8979,5,0.454545
14,38,8979,5,3070,6,33,3,3,0.484848
15,5,3,3,26,14,33,3070,6,0.515152
5,3,3070,6,329,15,33,26,14,0.545455
6,6,26,14,4766,5,33,329,15,0.575758
2,14,329,15,249,6,33,4766,5,0.606061
3,15,4766,5,7,2,33,249,6,0.757576
26,5,249,6,21,3,33,7,2,0.727273
6,6,7,2,2379,26,33,21,3,0.666667
14,2,21,3,4129,6,33,2379,26,0.636364
2,3,2379,26,26,14,33,4129,6,0.69697
4,26,4129,6,23,2,33,26,14,0.787879
5,6,26,14,2263,4,33,23,2,0.909091
20,14,23,2,2771,5,33,2263,4,0.878788
47,2,2263,4,43,20,33,2771,5,0.848485
49,4,2771,5,44373,47,33,43,20,0.969697
25,48,1,1,941,27,41,4138,12,0.04878
3,1,4138,12,1075,25,41,941,27,0.02439
6,12,941,27,21,3,41,1075,25,1
2,27,1075,25,4139,6,41,21,3,0.073171
5,25,21,3,80,2,41,4139,6,0.097561
12,3,4139,6,2181,5,41,80,2,0.170732
14,6,80,2,1488,12,41,2181,5,0.121951
2,2,2181,5,26,14,41,1488,12,0.146341
6,5,1488,12,928,2,41,26,14,0.195122
14,12,26,14,21086,6,41,928,2,0.95122
19,14,928,2,26,14,41,21086,6,0.219512
12,2,21086,6,40,19,41,26,14,0.902439
2,6,26,14,1361,12,41,40,19,0.926829
33,14,40,19,462,2,41,1361,12,0.439024
